,vbias,rbias,ibias,ibias_meas,counts,vtrig,count_time,count_rate,att_db,delay,port
167,0.4175,100000,4.18E-06,4.11E-06,39918,0.03,0.5,79836,20,0.1,1
168,0.42,100000,4.20E-06,4.13E-06,41356,0.03,0.5,82712,20,0.1,1
169,0.4225,100000,4.23E-06,4.16E-06,42286,0.03,0.5,84572,20,0.1,1
170,0.425,100000,4.25E-06,4.18E-06,43595,0.03,0.5,87190,20,0.1,1
171,0.4275,100000,4.28E-06,4.21E-06,44518,0.03,0.5,89036,20,0.1,1
172,0.43,100000,4.30E-06,4.23E-06,45600,0.03,0.5,91200,20,0.1,1
173,0.4325,100000,4.33E-06,4.26E-06,46545,0.03,0.5,93090,20,0.1,1
174,0.435,100000,4.35E-06,4.28E-06,48083,0.03,0.5,96166,20,0.1,1
175,0.4375,100000,4.38E-06,4.31E-06,48635,0.03,0.5,97270,20,0.1,1
176,0.44,100000,4.40E-06,4.33E-06,49139,0.03,0.5,98278,20,0.1,1
177,0.4425,100000,4.43E-06,4.36E-06,50535,0.03,0.5,101070,20,0.1,1
178,0.445,100000,4.45E-06,4.38E-06,51612,0.03,0.5,103224,20,0.1,1
179,0.4475,100000,4.48E-06,4.41E-06,51930,0.03,0.5,103860,20,0.1,1
180,0.45,100000,4.50E-06,4.43E-06,52932,0.03,0.5,105864,20,0.1,1
181,0.4525,100000,4.53E-06,4.46E-06,53325,0.03,0.5,106650,20,0.1,1
182,0.455,100000,4.55E-06,4.48E-06,53565,0.03,0.5,107130,20,0.1,1
183,0.4575,100000,4.58E-06,4.51E-06,54786,0.03,0.5,109572,20,0.1,1
184,0.46,100000,4.60E-06,4.53E-06,55562,0.03,0.5,111124,20,0.1,1
185,0.4625,100000,4.63E-06,4.56E-06,55868,0.03,0.5,111736,20,0.1,1
186,0.465,100000,4.65E-06,4.58E-06,56996,0.03,0.5,113992,20,0.1,1
187,0.4675,100000,4.68E-06,4.61E-06,56812,0.03,0.5,113624,20,0.1,1
188,0.47,100000,4.70E-06,4.63E-06,57795,0.03,0.5,115590,20,0.1,1
189,0.4725,100000,4.73E-06,4.66E-06,57586,0.03,0.5,115172,20,0.1,1
190,0.475,100000,4.75E-06,4.68E-06,58569,0.03,0.5,117138,20,0.1,1
191,0.4775,100000,4.78E-06,4.71E-06,59257,0.03,0.5,118514,20,0.1,1
192,0.48,100000,4.80E-06,4.73E-06,59430,0.03,0.5,118860,20,0.1,1
193,0.4825,100000,4.83E-06,4.76E-06,59236,0.03,0.5,118472,20,0.1,1
194,0.485,100000,4.85E-06,4.78E-06,60339,0.03,0.5,120678,20,0.1,1
195,0.4875,100000,4.88E-06,4.81E-06,60216,0.03,0.5,120432,20,0.1,1
196,0.49,100000,4.90E-06,4.83E-06,60760,0.03,0.5,121520,20,0.1,1
197,0.4925,100000,4.93E-06,4.86E-06,61195,0.03,0.5,122390,20,0.1,1
198,0.495,100000,4.95E-06,4.88E-06,61414,0.03,0.5,122828,20,0.1,1
199,0.4975,100000,4.98E-06,4.91E-06,61716,0.03,0.5,123432,20,0.1,1
200,0.5,100000,5.00E-06,4.93E-06,62089,0.03,0.5,124178,20,0.1,1
201,0.5025,100000,5.03E-06,4.96E-06,61961,0.03,0.5,123922,20,0.1,1
202,0.505,100000,5.05E-06,4.98E-06,62394,0.03,0.5,124788,20,0.1,1
203,0.5075,100000,5.08E-06,5.01E-06,62697,0.03,0.5,125394,20,0.1,1
204,0.51,100000,5.10E-06,5.03E-06,62817,0.03,0.5,125634,20,0.1,1
205,0.5125,100000,5.13E-06,5.06E-06,62950,0.03,0.5,125900,20,0.1,1
206,0.515,100000,5.15E-06,5.08E-06,63179,0.03,0.5,126358,20,0.1,1
207,0.5175,100000,5.18E-06,5.11E-06,63165,0.03,0.5,126330,20,0.1,1
208,0.52,100000,5.20E-06,5.13E-06,63323,0.03,0.5,126646,20,0.1,1
209,0.5225,100000,5.23E-06,5.16E-06,63427,0.03,0.5,126854,20,0.1,1
210,0.525,100000,5.25E-06,5.18E-06,64015,0.03,0.5,128030,20,0.1,1
211,0.5275,100000,5.28E-06,5.21E-06,63928,0.03,0.5,127856,20,0.1,1
212,0.53,100000,5.30E-06,5.23E-06,64435,0.03,0.5,128870,20,0.1,1
213,0.5325,100000,5.33E-06,5.26E-06,64493,0.03,0.5,128986,20,0.1,1
214,0.535,100000,5.35E-06,5.28E-06,65023,0.03,0.5,130046,20,0.1,1
215,0.5375,100000,5.38E-06,5.31E-06,64878,0.03,0.5,129756,20,0.1,1
216,0.54,100000,5.40E-06,5.33E-06,64695,0.03,0.5,129390,20,0.1,1
217,0.5425,100000,5.43E-06,5.36E-06,64739,0.03,0.5,129478,20,0.1,1
218,0.545,100000,5.45E-06,5.38E-06,65401,0.03,0.5,130802,20,0.1,1
219,0.5475,100000,5.48E-06,5.41E-06,65229,0.03,0.5,130458,20,0.1,1
220,0.55,100000,5.50E-06,5.43E-06,65146,0.03,0.5,130292,20,0.1,1
221,0.5525,100000,5.53E-06,5.46E-06,65731,0.03,0.5,131462,20,0.1,1
222,0.555,100000,5.55E-06,5.48E-06,65013,0.03,0.5,130026,20,0.1,1
223,0.5575,100000,5.58E-06,5.51E-06,65335,0.03,0.5,130670,20,0.1,1
224,0.56,100000,5.60E-06,5.53E-06,65945,0.03,0.5,131890,20,0.1,1
225,0.5625,100000,5.63E-06,5.56E-06,65197,0.03,0.5,130394,20,0.1,1
226,0.565,100000,5.65E-06,5.58E-06,65805,0.03,0.5,131610,20,0.1,1
227,0.5675,100000,5.68E-06,5.61E-06,65185,0.03,0.5,130370,20,0.1,1
228,0.57,100000,5.70E-06,5.63E-06,65257,0.03,0.5,130514,20,0.1,1
229,0.5725,100000,5.73E-06,5.66E-06,65661,0.03,0.5,131322,20,0.1,1
230,0.575,100000,5.75E-06,5.68E-06,65585,0.03,0.5,131170,20,0.1,1
231,0.5775,100000,5.78E-06,5.71E-06,65628,0.03,0.5,131256,20,0.1,1
232,0.58,100000,5.80E-06,5.73E-06,65791,0.03,0.5,131582,20,0.1,1
233,0.5825,100000,5.83E-06,5.76E-06,65765,0.03,0.5,131530,20,0.1,1
234,0.585,100000,5.85E-06,5.78E-06,65411,0.03,0.5,130822,20,0.1,1
235,0.5875,100000,5.88E-06,5.81E-06,65326,0.03,0.5,130652,20,0.1,1
236,0.59,100000,5.90E-06,5.83E-06,65578,0.03,0.5,131156,20,0.1,1
237,0.5925,100000,5.93E-06,5.86E-06,66081,0.03,0.5,132162,20,0.1,1
238,0.595,100000,5.95E-06,5.88E-06,65381,0.03,0.5,130762,20,0.1,1
239,0.5975,100000,5.98E-06,5.91E-06,65819,0.03,0.5,131638,20,0.1,1
240,0.6,100000,6.00E-06,5.93E-06,65563,0.03,0.5,131126,20,0.1,1
241,0.6025,100000,6.03E-06,5.96E-06,65705,0.03,0.5,131410,20,0.1,1
242,0.605,100000,6.05E-06,5.98E-06,66012,0.03,0.5,132024,20,0.1,1
243,0.6075,100000,6.08E-06,6.01E-06,66017,0.03,0.5,132034,20,0.1,1
244,0.61,100000,6.10E-06,6.03E-06,65721,0.03,0.5,131442,20,0.1,1
245,0.6125,100000,6.13E-06,6.06E-06,65670,0.03,0.5,131340,20,0.1,1
246,0.615,100000,6.15E-06,6.08E-06,66463,0.03,0.5,132926,20,0.1,1
247,0.6175,100000,6.18E-06,6.11E-06,66277,0.03,0.5,132554,20,0.1,1
248,0.62,100000,6.20E-06,6.13E-06,66088,0.03,0.5,132176,20,0.1,1
249,0.6225,100000,6.23E-06,6.16E-06,66421,0.03,0.5,132842,20,0.1,1
250,0.625,100000,6.25E-06,6.18E-06,66206,0.03,0.5,132412,20,0.1,1
251,0.6275,100000,6.28E-06,6.21E-06,66145,0.03,0.5,132290,20,0.1,1
252,0.63,100000,6.30E-06,6.23E-06,65870,0.03,0.5,131740,20,0.1,1
253,0.6325,100000,6.33E-06,6.26E-06,66386,0.03,0.5,132772,20,0.1,1
254,0.635,100000,6.35E-06,6.28E-06,66663,0.03,0.5,133326,20,0.1,1
255,0.6375,100000,6.38E-06,6.31E-06,66215,0.03,0.5,132430,20,0.1,1
256,0.64,100000,6.40E-06,6.33E-06,66765,0.03,0.5,133530,20,0.1,1
257,0.6425,100000,6.43E-06,6.36E-06,66374,0.03,0.5,132748,20,0.1,1
258,0.645,100000,6.45E-06,6.38E-06,66732,0.03,0.5,133464,20,0.1,1
259,0.6475,100000,6.48E-06,6.41E-06,66167,0.03,0.5,132334,20,0.1,1
260,0.65,100000,6.50E-06,6.43E-06,65984,0.03,0.5,131968,20,0.1,1
261,0.6525,100000,6.53E-06,6.46E-06,65863,0.03,0.5,131726,20,0.1,1
262,0.655,100000,6.55E-06,6.48E-06,66340,0.03,0.5,132680,20,0.1,1
263,0.6575,100000,6.58E-06,6.51E-06,66779,0.03,0.5,133558,20,0.1,1
264,0.66,100000,6.60E-06,6.53E-06,66303,0.03,0.5,132606,20,0.1,1
265,0.6625,100000,6.63E-06,6.56E-06,66116,0.03,0.5,132232,20,0.1,1
266,0.665,100000,6.65E-06,6.58E-06,66329,0.03,0.5,132658,20,0.1,1
267,0.6675,100000,6.68E-06,6.61E-06,66227,0.03,0.5,132454,20,0.1,1
268,0.67,100000,6.70E-06,6.63E-06,66392,0.03,0.5,132784,20,0.1,1
269,0.6725,100000,6.73E-06,6.66E-06,65945,0.03,0.5,131890,20,0.1,1
270,0.675,100000,6.75E-06,6.68E-06,66469,0.03,0.5,132938,20,0.1,1
271,0.6775,100000,6.78E-06,6.71E-06,66401,0.03,0.5,132802,20,0.1,1
272,0.68,100000,6.80E-06,6.73E-06,66311,0.03,0.5,132622,20,0.1,1
273,0.6825,100000,6.83E-06,6.76E-06,66297,0.03,0.5,132594,20,0.1,1
274,0.685,100000,6.85E-06,6.78E-06,66461,0.03,0.5,132922,20,0.1,1
275,0.6875,100000,6.88E-06,6.81E-06,66168,0.03,0.5,132336,20,0.1,1
276,0.69,100000,6.90E-06,6.83E-06,66452,0.03,0.5,132904,20,0.1,1
277,0.6925,100000,6.93E-06,6.86E-06,66529,0.03,0.5,133058,20,0.1,1
278,0.695,100000,6.95E-06,6.88E-06,66791,0.03,0.5,133582,20,0.1,1
279,0.6975,100000,6.98E-06,6.91E-06,66179,0.03,0.5,132358,20,0.1,1
280,0.7,100000,7.00E-06,6.93E-06,66743,0.03,0.5,133486,20,0.1,1
281,0.7025,100000,7.03E-06,6.96E-06,66752,0.03,0.5,133504,20,0.1,1
282,0.705,100000,7.05E-06,6.98E-06,66969,0.03,0.5,133938,20,0.1,1
283,0.7075,100000,7.08E-06,7.01E-06,66123,0.03,0.5,132246,20,0.1,1
284,0.71,100000,7.10E-06,7.03E-06,66803,0.03,0.5,133606,20,0.1,1
285,0.7125,100000,7.13E-06,7.06E-06,67069,0.03,0.5,134138,20,0.1,1
286,0.715,100000,7.15E-06,7.08E-06,66414,0.03,0.5,132828,20,0.1,1
287,0.7175,100000,7.18E-06,7.11E-06,66963,0.03,0.5,133926,20,0.1,1
288,0.72,100000,7.20E-06,7.13E-06,66498,0.03,0.5,132996,20,0.1,1
289,0.7225,100000,7.23E-06,7.16E-06,66612,0.03,0.5,133224,20,0.1,1
290,0.725,100000,7.25E-06,7.18E-06,66194,0.03,0.5,132388,20,0.1,1
291,0.7275,100000,7.28E-06,7.21E-06,66750,0.03,0.5,133500,20,0.1,1
292,0.73,100000,7.30E-06,7.23E-06,66714,0.03,0.5,133428,20,0.1,1
293,0.7325,100000,7.33E-06,7.26E-06,66772,0.03,0.5,133544,20,0.1,1
294,0.735,100000,7.35E-06,7.28E-06,66545,0.03,0.5,133090,20,0.1,1
295,0.7375,100000,7.38E-06,7.31E-06,66250,0.03,0.5,132500,20,0.1,1
296,0.74,100000,7.40E-06,7.33E-06,67190,0.03,0.5,134380,20,0.1,1
297,0.7425,100000,7.43E-06,7.36E-06,66642,0.03,0.5,133284,20,0.1,1
298,0.745,100000,7.45E-06,7.38E-06,67484,0.03,0.5,134968,20,0.1,1
299,0.7475,100000,7.48E-06,7.41E-06,67042,0.03,0.5,134084,20,0.1,1
300,0.75,100000,7.50E-06,7.43E-06,66765,0.03,0.5,133530,20,0.1,1
301,0.7525,100000,7.53E-06,7.46E-06,66277,0.03,0.5,132554,20,0.1,1
302,0.755,100000,7.55E-06,7.48E-06,66845,0.03,0.5,133690,20,0.1,1
303,0.7575,100000,7.58E-06,7.51E-06,67071,0.03,0.5,134142,20,0.1,1
304,0.76,100000,7.60E-06,7.53E-06,66769,0.03,0.5,133538,20,0.1,1
305,0.7625,100000,7.63E-06,7.56E-06,67448,0.03,0.5,134896,20,0.1,1
306,0.765,100000,7.65E-06,7.58E-06,66587,0.03,0.5,133174,20,0.1,1
307,0.7675,100000,7.68E-06,7.61E-06,66357,0.03,0.5,132714,20,0.1,1
308,0.77,100000,7.70E-06,7.63E-06,66904,0.03,0.5,133808,20,0.1,1
309,0.7725,100000,7.73E-06,7.66E-06,66616,0.03,0.5,133232,20,0.1,1
310,0.775,100000,7.75E-06,7.68E-06,66457,0.03,0.5,132914,20,0.1,1
